rank,school,member,normalized_school,normalized_member,icpc2025preliminary-1,icpc2025preliminary-2,ccpc2025preliminary,icpc2025xi_an,ccpc2025ladies,icpc2025chengdu,icpc2025wuhan,ccpc2025harbin,icpc2025nanjing,ccpc2025jinan,icpc2025shenyang,ccpc2025zhengzhou,icpc2025shanghai,ccpc2025chongqing,icpc2025hongkong,icpc2025ecfinal,ccpc2025final,final_rating,contests_participated
5853,浙江财经大学,赵凌杰,浙江财经大学,赵凌杰,1399,1397,1361,1361,1361,1361,1361,1361,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,4
5853,浙江财经大学,邓锦鑫,浙江财经大学,邓锦鑫,1399,1397,1361,1361,1361,1361,1361,1361,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,4
5853,深圳大学,潘宝怡,深圳大学,潘宝怡,1417,1404,1405,1405,1376,1376,1376,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,6
5853,湖州师范学院,孙新皓,湖州师范学院,孙新皓,1394,1410,1408,1408,1408,1408,1408,1408,1408,1408,1343,1343,1343,1332,1332,1332,1332,1332,5
5853,燕山大学,孙毅恒,燕山大学,孙毅恒,1361,1344,1344,1344,1344,1344,1344,1344,1344,1344,1332,1332,1332,1332,1332,1332,1332,1332,3
5853,燕山大学,张翔硕,燕山大学,张翔硕,1361,1344,1344,1344,1344,1344,1344,1344,1344,1344,1332,1332,1332,1332,1332,1332,1332,1332,3
5853,燕山大学,黎睿涵,燕山大学,黎睿涵,1361,1344,1344,1344,1344,1344,1344,1344,1344,1344,1332,1332,1332,1332,1332,1332,1332,1332,3
5853,郑州大学,唐博,郑州大学,唐博,1370,1392,1403,1403,1403,1403,1371,1371,1371,1332,1332,1332,1332,1332,1332,1332,1332,1332,5
5853,郑州大学,王朔淇,郑州大学,王朔淇,1370,1392,1403,1403,1403,1403,1371,1371,1371,1332,1332,1332,1332,1332,1332,1332,1332,1332,5
5853,郑州大学,胡宏波,郑州大学,胡宏波,1370,1392,1403,1403,1403,1403,1371,1371,1371,1332,1332,1332,1332,1332,1332,1332,1332,1332,5
5853,重庆交通大学,王储,重庆交通大学,王储,1372,1372,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,2
5853,重庆交通大学,胡明哲,重庆交通大学,胡明哲,1372,1372,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,2
5853,重庆交通大学,陈思含,重庆交通大学,陈思含,1372,1372,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,2
5853,长春理工大学,刘晋源,长春理工大学,刘晋源,,,,,,,,,,,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,长春理工大学,张华基,长春理工大学,张华基,,,,,,,,,,,1332,1332,1332,1332,1332,1332,1332,1332,1
5853,长春理工大学,王建闳,长春理工大学,王建闳,,,,,,,,,,,1332,1332,1332,1332,1332,1332,1332,1332,1
5930,上海纽约大学,吕和睿,上海纽约大学,吕和睿,,1427,1474,1463,1463,1463,1463,1463,1382,1331,1331,1331,1331,1331,1331,1331,1331,1331,5
5930,东北大学秦皇岛分校,张利锋,东北大学秦皇岛分校,张利锋,1365,1336,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,3
5930,东北大学秦皇岛分校,徐浚恒,东北大学秦皇岛分校,徐浚恒,1365,1336,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,3
5930,东北大学秦皇岛分校,郑明涛,东北大学秦皇岛分校,郑明涛,1365,1336,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,3
5930,东华大学,胡俞希,东华大学,胡俞希,,1420,1429,1429,1442,1442,1442,1442,1415,1415,1382,1331,1331,1331,1331,1331,1331,1331,6
5930,中国农业大学,毛鹏浩,中国农业大学,毛鹏浩,1447,1447,1378,1378,1378,1378,1378,1378,1378,1378,1331,1331,1331,1331,1331,1331,1331,1331,3
5930,保定学院,庞嘉欣,保定学院,庞嘉欣,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,保定学院,董玉清,保定学院,董玉清,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,保定学院,马天舟,保定学院,马天舟,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,内蒙古师范大学,段宇航,内蒙古师范大学,段宇航,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,内蒙古师范大学,罗佳齐,内蒙古师范大学,罗佳齐,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,内蒙古师范大学,阎子墨,内蒙古师范大学,阎子墨,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,内蒙古师范大学,高磊,内蒙古师范大学,高磊,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,北京工业大学,张亦弛,北京工业大学,张亦弛,1368,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,2
5930,北京工业大学,房左青,北京工业大学,房左青,1368,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,2
5930,华中农业大学,宋雨欣,华中农业大学,宋雨欣,,,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,华中农业大学,李美妍,华中农业大学,李美妍,,,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,华中农业大学,王文杰,华中农业大学,王文杰,,,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,华北水利水电大学,朱志博,华北水利水电大学,朱志博,1376,1341,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,3
5930,华北水利水电大学,梁志洋,华北水利水电大学,梁志洋,1376,1341,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,3
5930,华南农业大学,谭伟杰,华南农业大学,谭伟杰,1421,1380,1377,1377,1377,1377,1377,1359,1359,1359,1352,1352,1352,1352,1331,1331,1331,1331,6
5930,华南农业大学,陈钢,华南农业大学,陈钢,1421,1380,1377,1377,1377,1377,1377,1359,1359,1359,1352,1352,1352,1352,1331,1331,1331,1331,6
5930,华南农业大学,颜乾彪,华南农业大学,颜干彪,1421,1380,1377,1377,1377,1377,1377,1359,1359,1359,1352,1352,1352,1352,1331,1331,1331,1331,6
5930,南京理工大学泰州科技学院,姜浩琦,南京理工大学泰州科技学院,姜浩琦,1352,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,2
5930,南京理工大学泰州科技学院,王浩,南京理工大学泰州科技学院,王浩,1352,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,2
5930,南京理工大学泰州科技学院,王烨炜,南京理工大学泰州科技学院,王烨炜,1352,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,2
5930,南京航空航天大学,周浩然,南京航空航天大学,周浩然,1371,1350,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,3
5930,吉首大学,乐俊鹏,吉首大学,乐俊鹏,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,吉首大学,袁蒋涛,吉首大学,袁蒋涛,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,吉首大学,黄家兴,吉首大学,黄家兴,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,同济大学,徐佳咏,同济大学,徐佳咏,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,同济大学,陈治宇,同济大学,陈治宇,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,同济大学,韩一墨,同济大学,韩一墨,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,哈尔滨工程大学,张艺凡,哈尔滨工程大学,张艺凡,1392,1421,1379,1379,1379,1342,1342,1342,1342,1342,1342,1342,1331,1331,1331,1331,1331,1331,5
5930,哈尔滨工程大学,徐子煊,哈尔滨工程大学,徐子煊,1392,1421,1379,1379,1379,1342,1342,1342,1342,1342,1342,1342,1331,1331,1331,1331,1331,1331,5
5930,哈尔滨工程大学,李泽东,哈尔滨工程大学,李泽东,1392,1421,1379,1379,1379,1342,1342,1342,1342,1342,1342,1342,1331,1331,1331,1331,1331,1331,5
5930,安徽农业大学,陈溪,安徽农业大学,陈溪,1400,1413,1434,1434,1434,1434,1434,1434,1403,1403,1372,1331,1331,1331,1331,1331,1331,1331,6
5930,山东大学,张杰,山东大学,张杰,1357,1337,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,3
5930,山东大学,彭靖轩,山东大学,彭靖轩,1357,1337,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,3
5930,山东大学,罗永铨,山东大学,罗永铨,1357,1337,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,3
5930,山西财经大学,程鑫钊,山西财经大学,程鑫钊,1361,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,2
5930,山西财经大学,范博凯,山西财经大学,范博凯,1361,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,2
5930,广州华商学院,李汉楠,广州华商学院,李汉楠,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,广西医科大学,何家诚,广西医科大学,何家诚,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,广西医科大学,岑张悦,广西医科大学,岑张悦,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,广西医科大学,杨浩,广西医科大学,杨浩,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,江西农业大学,刘圣丰,江西农业大学,刘圣丰,1439,1395,1419,1419,1419,1420,1420,1420,1420,1420,1367,1367,1367,1331,1331,1331,1331,1331,6
5930,江西农业大学,吴楚扬,江西农业大学,吴楚扬,1439,1395,1419,1419,1419,1420,1420,1420,1420,1420,1367,1367,1367,1331,1331,1331,1331,1331,6
5930,江西农业大学,江柏霖,江西农业大学,江柏霖,1439,1395,1419,1419,1419,1420,1420,1420,1420,1420,1367,1367,1367,1331,1331,1331,1331,1331,6
5930,河南工程学院,姚宗凯,河南工程学院,姚宗凯,1358,1358,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,2
5930,浙江工业大学,张聪,浙江工业大学,张聪,1371,1371,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1331,1331,1331,1331,1331,1331,4
5930,浙江工业大学,权烨,浙江工业大学,权烨,1371,1371,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1331,1331,1331,1331,1331,1331,4
5930,浙江工业大学,马哲超,浙江工业大学,马哲超,1371,1371,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1331,1331,1331,1331,1331,1331,4
5930,浙江师范大学,方佳莹,浙江师范大学,方佳莹,1379,1375,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,3
5930,浙江师范大学,鄢博威,浙江师范大学,鄢博威,1379,1375,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,3
5930,浙江育英职业技术学院,宋新雨,浙江育英职业技术学院,宋新雨,1426,1378,1378,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,3
5930,西华大学,游卫长,西华大学,游卫长,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,西华大学,罗智健,西华大学,罗智健,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,西华大学,韦权展,西华大学,韦权展,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,青岛农业大学,亓鹏飞,青岛农业大学,亓鹏飞,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,青岛农业大学,付志远,青岛农业大学,付志远,,1380,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,2
5930,青岛农业大学,孟祥迪,青岛农业大学,孟祥迪,,1380,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,2
5930,青岛农业大学,张宝文,青岛农业大学,张宝文,,1380,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,2
5930,青岛农业大学,张路杰,青岛农业大学,张路杰,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5930,青岛农业大学,白炳格,青岛农业大学,白炳格,,,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1
5995,上海理工大学,刘继彬,上海理工大学,刘继彬,1359,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,2
5995,上海理工大学,徐能,上海理工大学,徐能,1359,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,2
5995,上海理工大学,高灿洋,上海理工大学,高灿洋,1359,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,2
5995,东北电力大学,王祚成,东北电力大学,王祚成,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,东北电力大学,蒋汉山,东北电力大学,蒋汉山,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,东北电力大学,马俊博,东北电力大学,马俊博,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,东华大学,赵胜文,东华大学,赵胜文,1367,1325,1311,1311,1365,1365,1365,1365,1365,1365,1365,1365,1330,1330,1330,1330,1330,1330,5
5995,中北大学,张雪晴,中北大学,张雪晴,,,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,中北大学,段国钰,中北大学,段国钰,,,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,兰州交通大学,关宇桐,兰州交通大学,关宇桐,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,兰州交通大学,张圣铎,兰州交通大学,张圣铎,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,兰州交通大学,王晨晨,兰州交通大学,王晨晨,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,内蒙古科技大学包头师范学院,刘浩德,内蒙古科技大学包头师范学院,刘浩德,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,内蒙古科技大学包头师范学院,宋嘉韦,内蒙古科技大学包头师范学院,宋嘉韦,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,北京交通大学,刘孟哲,北京交通大学,刘孟哲,,1374,1374,1374,1374,1336,1336,1336,1336,1336,1336,1330,1330,1330,1330,1330,1330,1330,3
5995,北京交通大学,李禹澎,北京交通大学,李禹澎,,1374,1374,1374,1374,1336,1336,1336,1336,1336,1336,1330,1330,1330,1330,1330,1330,1330,3
5995,北京交通大学,王云瑜,北京交通大学,王云瑜,,1374,1374,1374,1374,1336,1336,1336,1336,1336,1336,1330,1330,1330,1330,1330,1330,1330,3
5995,南昌理工学院,肖扬凡,南昌理工学院,肖扬凡,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,南昌理工学院,雷秋豪,南昌理工学院,雷秋豪,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,南昌理工学院,项子岳,南昌理工学院,项子岳,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,厦门大学,胡瀚文,厦门大学,胡瀚文,1416,1397,1365,1365,1365,1365,1365,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,4
5995,厦门大学嘉庚学院,孟高奇,厦门大学嘉庚学院,孟高奇,1395,1354,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,1330,1330,1330,1330,1330,1330,4
5995,四川轻化工大学,张豪,四川轻化工大学,张豪,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,四川轻化工大学,焦辰泽,四川轻化工大学,焦辰泽,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,四川轻化工大学,甘润,四川轻化工大学,甘润,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,四川轻化工大学,罗彬洋,四川轻化工大学,罗彬洋,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,四川轻化工大学,邓焱,四川轻化工大学,邓焱,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,四川轻化工大学,陈祈皓,四川轻化工大学,陈祈皓,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,大连理工大学,刘洛松,大连理工大学,刘洛松,1368,1338,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,3
5995,大连理工大学,曾豪,大连理工大学,曾豪,1368,1338,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,3
5995,大连理工大学,杨君泓,大连理工大学,杨君泓,1368,1338,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,3
5995,太原科技大学,王栋骞,太原科技大学,王栋骞,1360,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,2
5995,山东大学,乐恩玮,山东大学,乐恩玮,1439,1425,1388,1388,1388,1388,1388,1388,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,4
5995,山东大学,郭荣祥,山东大学,郭荣祥,1439,1425,1388,1388,1388,1388,1388,1388,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,4
5995,山西农业大学,周山涛,山西农业大学,周山涛,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,山西农业大学,陈子昕,山西农业大学,陈子昕,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,山西农业大学,黎泽康,山西农业大学,黎泽康,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,广州华立学院,廖俊杰,广州华立学院,廖俊杰,1366,1324,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,1330,1330,1330,1330,1330,4
5995,怀化学院,孟正浩,怀化学院,孟正浩,1409,1401,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1330,1330,1330,1330,1330,1330,4
5995,怀化学院,郑岳桓,怀化学院,郑岳桓,1409,1401,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1330,1330,1330,1330,1330,1330,4
5995,怀化学院,陈皓,怀化学院,陈皓,1409,1401,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1330,1330,1330,1330,1330,1330,4
5995,杭州师范大学,潘铖棋,杭州师范大学,潘铖棋,1406,1402,1400,1400,1400,1361,1361,1361,1361,1361,1361,1361,1330,1330,1330,1330,1330,1330,5
5995,杭州师范大学,詹伟,杭州师范大学,詹伟,1406,1402,1400,1400,1400,1361,1361,1361,1361,1361,1361,1361,1330,1330,1330,1330,1330,1330,5
5995,杭州师范大学,邓量,杭州师范大学,邓量,1406,1402,1400,1400,1400,1361,1361,1361,1361,1361,1361,1361,1330,1330,1330,1330,1330,1330,5
5995,沈阳工业大学,李思远,沈阳工业大学,李思远,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,沈阳工业大学,蔡嘉新,沈阳工业大学,蔡嘉新,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,河南财经政法大学,潘垣丞,河南财经政法大学,潘垣丞,1373,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,2
5995,河南财经政法大学,郭凌志,河南财经政法大学,郭凌志,1373,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,2
5995,河南财经政法大学,靳智博,河南财经政法大学,靳智博,1373,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,2
5995,河海大学,熊云齐,河海大学,熊云齐,1369,1357,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,3
5995,河海大学,赵家辉,河海大学,赵家辉,1369,1357,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,3
5995,河海大学,黄奕琛,河海大学,黄奕琛,1369,1357,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,3
5995,海南大学,李俊飞,海南大学,李俊飞,1376,1356,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,3
5995,海南大学,蔡佳城,海南大学,蔡佳城,1376,1356,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,3
5995,深圳理工大学,丁丁,深圳理工大学,丁丁,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,深圳理工大学,文泽豪,深圳理工大学,文泽豪,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
5995,深圳理工大学,王祺宇,深圳理工大学,王祺宇,,,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1
