rank,school,member,normalized_school,normalized_member,icpc2025preliminary-1,icpc2025preliminary-2,ccpc2025preliminary,icpc2025xi_an,ccpc2025ladies,icpc2025chengdu,icpc2025wuhan,ccpc2025harbin,icpc2025nanjing,ccpc2025jinan,icpc2025shenyang,ccpc2025zhengzhou,icpc2025shanghai,ccpc2025chongqing,icpc2025hongkong,icpc2025ecfinal,ccpc2025final,final_rating,contests_participated
933,北京科技大学,潘涵,北京科技大学,潘涵,1462,1491,1487,1497,1497,1497,1497,1497,1497,1497,1478,1478,1478,1478,1478,1487,1487,1487,6
933,北京科技大学,董瑞洋,北京科技大学,董瑞洋,1462,1491,1487,1497,1497,1497,1497,1497,1497,1497,1478,1478,1478,1478,1478,1487,1487,1487,6
933,南京大学,林晨浩,南京大学,林晨浩,1474,1507,1507,1507,1507,1507,1507,1507,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,3
933,南京大学,蒋雨泽,南京大学,蒋雨泽,1474,1507,1507,1507,1507,1507,1507,1507,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,3
933,南京大学,计昀,南京大学,计昀,1474,1507,1507,1507,1507,1507,1507,1507,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,3
933,电子科技大学,余天羽,电子科技大学,余天羽,1453,1453,1466,1496,1496,1496,1456,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,5
933,电子科技大学,王彬丞,电子科技大学,王彬丞,1453,1453,1466,1496,1496,1496,1456,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,5
933,电子科技大学,王鹏,电子科技大学,王鹏,1453,1453,1466,1496,1496,1496,1456,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,5
933,重庆理工大学,江帅霖,重庆理工大学,江帅霖,,1456,1456,1456,1456,1466,1466,1466,1466,1466,1466,1466,1466,1466,1466,1487,1487,1487,3
944,华南理工大学,张麟,华南理工大学,张麟,1490,1471,1495,1466,1466,1466,1466,1466,1466,1394,1394,1394,1435,1435,1435,1486,1486,1486,7
944,华南理工大学,王奕凯,华南理工大学,王奕凯,1490,1471,1495,1466,1466,1466,1466,1466,1466,1394,1394,1394,1435,1435,1435,1486,1486,1486,7
944,华南理工大学,陈祖榆,华南理工大学,陈祖榆,1490,1471,1495,1466,1466,1466,1466,1466,1466,1394,1394,1394,1435,1435,1435,1486,1486,1486,7
944,哈尔滨工业大学（威海）,廖航,哈尔滨工业大学威海,廖航,1510,1531,1570,1570,1570,1570,1575,1575,1529,1490,1490,1490,1490,1510,1510,1486,1486,1486,8
944,哈尔滨工业大学（威海）,李欣鹏,哈尔滨工业大学威海,李欣鹏,1510,1531,1570,1570,1570,1570,1575,1575,1529,1490,1490,1490,1490,1510,1510,1486,1486,1486,8
944,哈尔滨工业大学（威海）,焦浩清,哈尔滨工业大学威海,焦浩清,1510,1531,1570,1570,1570,1570,1575,1575,1529,1490,1490,1490,1490,1510,1510,1486,1486,1486,8
944,河海大学,杨帆,河海大学,杨帆,1440,1444,1534,1534,1534,1534,1519,1519,1491,1507,1507,1486,1486,1486,1486,1486,1486,1486,7
944,河海大学,江晟东,河海大学,江晟东,1440,1444,1534,1534,1534,1534,1519,1519,1491,1507,1507,1486,1486,1486,1486,1486,1486,1486,7
944,河海大学,蔡松廷,河海大学,蔡松廷,1440,1444,1534,1534,1534,1534,1519,1519,1491,1507,1507,1486,1486,1486,1486,1486,1486,1486,7
944,西安交通大学,张未艾,西安交通大学,张未艾,1463,1494,1482,1485,1485,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,5
944,西安交通大学,陈骏翔,西安交通大学,陈骏翔,1463,1494,1482,1485,1485,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,5
955,北京航空航天大学,张振羽,北京航空航天大学,张振羽,,,,,,,1455,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,2
955,北京航空航天大学,彭瑞璋,北京航空航天大学,彭瑞璋,,,,,,,1455,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,2
955,北京航空航天大学,邓宇翔,北京航空航天大学,邓宇翔,,,,,,,1455,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,2
955,华中科技大学,朱雨程,华中科技大学,朱雨程,1441,1508,1508,1508,1508,1508,1446,1446,1446,1446,1446,1446,1485,1485,1485,1485,1485,1485,4
955,厦门大学,谢舜天,厦门大学,谢舜天,1476,1527,1512,1512,1512,1512,1527,1540,1540,1540,1508,1508,1508,1508,1508,1444,1485,1485,8
955,厦门大学,陈浩泽,厦门大学,陈浩泽,1476,1527,1512,1512,1512,1512,1527,1540,1540,1540,1508,1508,1508,1508,1508,1444,1485,1485,8
955,杭州电子科技大学信息工程学院,周越,杭州电子科技大学信息工程学院,周越,1365,1365,1350,1350,1350,1350,1350,1350,1449,1449,1449,1449,1449,1449,1449,1485,1485,1485,4
962,上海交通大学,车昕宇,上海交通大学,车昕宇,,,,,,,,,,1484,1484,1484,1484,1484,1484,1484,1484,1484,1
962,北京邮电大学,吴显熠,北京邮电大学,吴显熠,1487,1515,1537,1537,1537,1537,1537,1537,1534,1534,1534,1534,1542,1484,1484,1484,1484,1484,6
962,北京邮电大学,李天阳,北京邮电大学,李天阳,1487,1515,1537,1537,1537,1537,1537,1537,1534,1534,1534,1534,1542,1484,1484,1484,1484,1484,6
962,北京邮电大学,詹笙平,北京邮电大学,詹笙平,1487,1515,1537,1537,1537,1537,1537,1537,1534,1534,1534,1534,1542,1484,1484,1484,1484,1484,6
962,福州大学,邱镇海,福州大学,邱镇海,1485,1544,1527,1527,1527,1527,1549,1549,1549,1603,1603,1603,1587,1600,1600,1548,1484,1484,9
967,华南师范大学,袁浩轩,华南师范大学,袁浩轩,1474,1462,1492,1492,1492,1492,1492,1492,1482,1482,1495,1495,1495,1473,1473,1483,1483,1483,7
967,南开大学,赵思远,南开大学,赵思远,1465,1484,1530,1530,1530,1530,1530,1530,1570,1557,1557,1557,1537,1537,1537,1483,1483,1483,7
967,南开大学,郭鑫源,南开大学,郭鑫源,1465,1484,1530,1530,1530,1530,1530,1530,1570,1557,1557,1557,1537,1537,1537,1483,1483,1483,7
967,南开大学,金继烨,南开大学,金继烨,1465,1484,1530,1530,1530,1530,1530,1530,1570,1557,1557,1557,1537,1537,1537,1483,1483,1483,7
967,西安电子科技大学,周川旸,西安电子科技大学,周川旸,1446,1492,1507,1507,1507,1507,1507,1511,1511,1511,1502,1502,1483,1483,1483,1483,1483,1483,6
967,西安电子科技大学,郑冬阳,西安电子科技大学,郑冬阳,1446,1492,1507,1507,1507,1507,1507,1511,1511,1511,1502,1502,1483,1483,1483,1483,1483,1483,6
967,西安电子科技大学,郑少寒,西安电子科技大学,郑少寒,1446,1492,1507,1507,1507,1507,1507,1511,1511,1511,1502,1502,1483,1483,1483,1483,1483,1483,6
974,中国科学技术大学,娄彦轩,中国科学技术大学,娄彦轩,1419,1464,1464,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,3
974,中国科学技术大学,栾峻岩,中国科学技术大学,栾峻岩,1419,1464,1464,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,3
974,中国科学技术大学,陈天添,中国科学技术大学,陈天添,1419,1464,1464,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,1482,3
977,北京邮电大学,杨浩琨,北京邮电大学,杨浩琨,,,,,,,,,,,,,1504,1504,1504,1481,1481,1481,2
977,北京邮电大学,潘毅恒,北京邮电大学,潘毅恒,,,,,,,,,,,,,1504,1504,1504,1481,1481,1481,2
977,同济大学,付伟吉,同济大学,付伟吉,1471,1536,1521,1521,1521,1521,1521,1521,1521,1521,1529,1529,1529,1529,1529,1481,1481,1481,5
977,同济大学,宋冠程,同济大学,宋冠程,1471,1536,1521,1521,1521,1521,1521,1521,1521,1521,1529,1529,1529,1529,1529,1481,1481,1481,5
977,复旦大学,周吴凡,复旦大学,周吴凡,1453,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,2
977,复旦大学,周裕博,复旦大学,周裕博,1453,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,2
977,复旦大学,沈奕鸣,复旦大学,沈奕鸣,1453,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,2
984,北京邮电大学,徐嘉晨,北京邮电大学,徐嘉晨,1477,1547,1577,1599,1599,1599,1599,1599,1549,1483,1483,1509,1509,1509,1509,1480,1480,1480,8
984,北京邮电大学,蔡佩霖,北京邮电大学,蔡佩霖,1477,1547,1577,1599,1599,1599,1599,1599,1549,1483,1483,1509,1509,1509,1509,1480,1480,1480,8
984,北京邮电大学,黄志阳,北京邮电大学,黄志阳,1477,1547,1577,1599,1599,1599,1599,1599,1549,1483,1483,1509,1509,1509,1509,1480,1480,1480,8
984,同济大学,吴晶承,同济大学,吴晶承,1445,1479,1497,1497,1610,1610,1610,1610,1610,1554,1554,1554,1526,1526,1526,1526,1480,1480,7
984,哈尔滨工程大学,蒋渡,哈尔滨工程大学,蒋渡,1481,1493,1508,1508,1508,1508,1499,1492,1492,1492,1449,1460,1460,1460,1460,1460,1480,1480,8
984,哈尔滨工程大学,金炜东,哈尔滨工程大学,金炜东,1481,1493,1508,1508,1508,1508,1499,1492,1492,1492,1449,1460,1460,1460,1460,1460,1480,1480,8
984,武汉大学,李书纬,武汉大学,李书纬,1424,1489,1547,1483,1495,1495,1495,1495,1495,1495,1519,1480,1480,1480,1480,1480,1480,1480,7
991,华中师范大学,杨哲灏,华中师范大学,杨哲灏,1450,1485,1513,1513,1513,1513,1511,1511,1477,1477,1477,1479,1479,1479,1479,1479,1479,1479,6
991,同济大学,张丞玮,同济大学,张丞玮,1439,1441,1454,1454,1454,1454,1446,1446,1446,1446,1446,1446,1446,1446,1479,1479,1479,1479,6
991,同济大学,邓双南,同济大学,邓双南,1439,1441,1454,1454,1454,1454,1446,1446,1446,1446,1446,1446,1446,1446,1479,1479,1479,1479,6
991,同济大学,郑梓健,同济大学,郑梓健,1439,1441,1454,1454,1454,1454,1446,1446,1446,1446,1446,1446,1446,1446,1479,1479,1479,1479,6
991,暨南大学,郭志翔,暨南大学,郭志翔,1379,1406,1441,1441,1441,1449,1449,1449,1449,1449,1449,1501,1501,1501,1501,1501,1479,1479,6
996,山东大学（威海）,陆柯旭,山东大学威海,陆柯旭,1457,1455,1508,1508,1508,1499,1499,1449,1449,1449,1449,1449,1449,1449,1478,1478,1478,1478,6
996,浙江大学,候之远,浙江大学,候之远,,,,,,,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1
996,湘潭大学,李名杰,湘潭大学,李名杰,1499,1548,1518,1518,1518,1518,1518,1518,1518,1518,1529,1492,1492,1478,1478,1478,1478,1478,7
996,湘潭大学,谢先皓,湘潭大学,谢先皓,1499,1548,1518,1518,1518,1518,1518,1518,1518,1518,1529,1492,1492,1478,1478,1478,1478,1478,7
996,电子科技大学,李书奇,电子科技大学,李书奇,1500,1500,1543,1495,1495,1495,1495,1495,1495,1478,1478,1478,1478,1478,1478,1478,1478,1478,4
996,电子科技大学,胡新奇,电子科技大学,胡新奇,1500,1500,1543,1495,1495,1495,1495,1495,1495,1478,1478,1478,1478,1478,1478,1478,1478,1478,4
996,电子科技大学,蒋帅泉,电子科技大学,蒋帅泉,1500,1500,1543,1495,1495,1495,1495,1495,1495,1478,1478,1478,1478,1478,1478,1478,1478,1478,4
1003,中国科学技术大学,李翰阳,中国科学技术大学,李翰阳,1409,1452,1467,1467,1467,1467,1467,1467,1467,1467,1467,1477,1477,1477,1477,1477,1477,1477,4
1003,中国科学技术大学,杨思汗,中国科学技术大学,杨思汗,1409,1452,1467,1467,1467,1467,1467,1467,1467,1467,1467,1477,1477,1477,1477,1477,1477,1477,4
1003,中国科学技术大学,马亦凡,中国科学技术大学,马亦凡,1409,1452,1467,1467,1467,1467,1467,1467,1467,1467,1467,1477,1477,1477,1477,1477,1477,1477,4
1003,南京大学,刘子健,南京大学,刘子健,1436,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,3
1003,南京大学,徐梓鸣,南京大学,徐梓鸣,1436,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,3
1003,南京大学,李熠城,南京大学,李熠城,1436,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,3
1003,国防科技大学,张航耀,国防科技大学,张航耀,,1428,1440,1440,1440,1451,1451,1451,1451,1451,1514,1514,1514,1514,1514,1463,1477,1477,6
1003,电子科技大学,王振波,电子科技大学,王振波,1458,1458,1458,1458,1458,1458,1483,1483,1483,1483,1483,1483,1477,1477,1477,1477,1477,1477,3
1011,武汉大学,袁磊,武汉大学,袁磊,1496,1534,1551,1551,1551,1551,1551,1551,1551,1476,1476,1476,1476,1476,1476,1476,1476,1476,4
1012,中国石油大学（北京）,仝泰旻,中国石油大学北京,仝泰旻,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1
1012,中国石油大学（北京）,姜致远,中国石油大学北京,姜致远,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1
1012,中国石油大学（北京）,林昱辰,中国石油大学北京,林昱辰,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1
1012,北京林业大学,赵雨薇,北京林业大学,赵雨薇,,,,,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1
1012,绍兴文理学院元培学院,谢琳涵,绍兴文理学院元培学院,谢琳涵,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1
1012,绍兴文理学院元培学院,陈佳俊,绍兴文理学院元培学院,陈佳俊,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1
1012,绍兴文理学院元培学院,马莉斯,绍兴文理学院元培学院,马莉斯,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1
1019,东莞理工学院,林志龙,东莞理工学院,林志龙,1451,1450,1446,1446,1446,1446,1446,1422,1422,1422,1492,1492,1492,1492,1477,1474,1474,1474,7
1019,东莞理工学院,林恬烁,东莞理工学院,林恬烁,1451,1450,1446,1446,1446,1446,1446,1422,1422,1422,1492,1492,1492,1492,1477,1474,1474,1474,7
1019,东莞理工学院,黄海,东莞理工学院,黄海,1451,1450,1446,1446,1446,1446,1446,1422,1422,1422,1492,1492,1492,1492,1477,1474,1474,1474,7
1019,北京交通大学,王俊宜,北京交通大学,王俊宜,,,,1459,1459,1459,1459,1459,1459,1459,1459,1459,1433,1433,1433,1474,1474,1474,3
1019,华中科技大学,张俊焕,华中科技大学,张俊焕,1456,1473,1473,1473,1473,1473,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,3
1019,华中科技大学,徐烨,华中科技大学,徐烨,1456,1473,1473,1473,1473,1473,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,3
1019,华中科技大学,黄子齐,华中科技大学,黄子齐,1456,1473,1473,1473,1473,1473,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,3
1019,华南师范大学,侯俊宇,华南师范大学,侯俊宇,1474,1462,1492,1492,1492,1492,1492,1492,1482,1482,1495,1474,1474,1459,1459,1474,1474,1474,8
1019,华南师范大学,黄家谦,华南师范大学,黄家谦,1474,1462,1492,1492,1492,1492,1492,1492,1482,1482,1495,1474,1474,1459,1459,1474,1474,1474,8
1019,同济大学,姜乃珲,同济大学,姜乃珲,1479,1492,1551,1506,1506,1506,1506,1506,1523,1523,1523,1529,1529,1468,1468,1474,1474,1474,8
1019,同济大学,李烨,同济大学,李烨,1479,1492,1551,1506,1506,1506,1506,1506,1523,1523,1523,1529,1529,1468,1468,1474,1474,1474,8
1019,同济大学,杜宇轩,同济大学,杜宇轩,1479,1492,1551,1506,1506,1506,1506,1506,1523,1523,1523,1529,1529,1468,1468,1474,1474,1474,8
1019,国防科技大学,杨天鹏,国防科技大学,杨天鹏,,1436,1465,1458,1458,1458,1458,1458,1476,1476,1476,1500,1500,1500,1500,1458,1474,1474,7
1019,山东大学（威海）,张胜熙,山东大学威海,张胜熙,,,1472,1472,1472,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,2
1019,武汉大学,丁启航,武汉大学,丁启航,1424,1489,1547,1483,1483,1483,1483,1483,1483,1483,1511,1474,1474,1474,1474,1474,1474,1474,6
1019,武汉大学,黄祯,武汉大学,黄祯,1424,1489,1547,1483,1483,1483,1483,1483,1483,1483,1511,1474,1474,1474,1474,1474,1474,1474,6
1019,武汉科技大学,彭睿,武汉科技大学,彭睿,,,,,,,1459,1459,1459,1459,1459,1459,1474,1474,1474,1474,1474,1474,3
1019,武汉科技大学,肖依如,武汉科技大学,肖依如,,,,,,,1459,1459,1459,1459,1459,1459,1474,1474,1474,1474,1474,1474,3
1019,香港中文大学,黄文礼,香港中文大学,黄文礼,1461,1453,1453,1453,1453,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1474,1474,1474,4
1019,香港中文大学,黄梓谦,香港中文大学,黄梓谦,1461,1453,1453,1453,1453,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1474,1474,1474,4
1039,中国科学技术大学,何书宇,中国科学技术大学,何书宇,1421,1461,1461,1461,1461,1461,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,3
1039,中国科学技术大学,尹思源,中国科学技术大学,尹思源,1421,1461,1461,1461,1461,1461,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,3
1039,中国科学技术大学,林绍棠,中国科学技术大学,林绍棠,1421,1461,1461,1461,1461,1461,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,3
1039,中国科学院大学,潘世钊,中国科学院大学,潘世钊,1425,1425,1425,1425,1425,1457,1457,1457,1411,1411,1411,1411,1411,1411,1411,1473,1473,1473,4
1039,中国科学院大学,王煜阳,中国科学院大学,王煜阳,1425,1425,1425,1425,1425,1457,1457,1457,1411,1411,1411,1411,1411,1411,1411,1473,1473,1473,4
1039,中国科学院大学,郑兴,中国科学院大学,郑兴,1425,1425,1425,1425,1425,1457,1457,1457,1411,1411,1411,1411,1411,1411,1411,1473,1473,1473,4
1039,浙江农林大学,任益超,浙江农林大学,任益超,1477,1485,1507,1507,1507,1507,1507,1507,1507,1507,1559,1489,1489,1506,1506,1473,1473,1473,8
1039,浙江农林大学,朱冠霖,浙江农林大学,朱冠霖,1477,1485,1507,1507,1507,1507,1507,1507,1507,1507,1559,1489,1489,1506,1506,1473,1473,1473,8
1039,浙江农林大学,陈柳,浙江农林大学,陈柳,1477,1485,1507,1507,1507,1507,1507,1507,1507,1507,1559,1489,1489,1506,1506,1473,1473,1473,8
1039,浙江工业大学,雷昊喆,浙江工业大学,雷昊喆,1440,1447,1478,1493,1493,1493,1459,1459,1459,1447,1447,1414,1414,1414,1414,1382,1473,1473,9
1049,华东师范大学,冯嘉一,华东师范大学,冯嘉一,1451,1475,1504,1512,1512,1512,1512,1512,1459,1450,1450,1450,1450,1486,1486,1472,1472,1472,8
1049,华东师范大学,冯顾炜,华东师范大学,冯顾炜,1451,1475,1504,1512,1512,1512,1512,1512,1459,1450,1450,1450,1450,1486,1486,1472,1472,1472,8
1049,华东师范大学,许乐,华东师范大学,许乐,1451,1475,1504,1512,1512,1512,1512,1512,1459,1450,1450,1450,1450,1486,1486,1472,1472,1472,8
1049,同济大学,李堂辉,同济大学,李堂辉,1445,1479,1497,1497,1497,1497,1497,1497,1497,1475,1475,1475,1472,1472,1472,1472,1472,1472,5
1049,香港中文大学,Poonyapat Sriroth,香港中文大学,poonyapatsriroth,,1413,1413,1413,1413,1431,1431,1431,1431,1431,1431,1431,1431,1431,1456,1472,1472,1472,4
1049,香港科技大学,郑君赫,香港科技大学,郑君赫,,1406,1406,1406,1406,1406,1406,1406,1427,1427,1427,1427,1458,1458,1458,1472,1472,1472,4
1055,中山大学,蔡震轩,中山大学,蔡震轩,1466,1499,1525,1525,1525,1525,1525,1525,1471,1471,1471,1471,1471,1471,1471,1471,1471,1471,4
1055,中山大学,钟梓俊,中山大学,钟梓俊,1466,1499,1525,1525,1525,1525,1525,1525,1471,1471,1471,1471,1471,1471,1471,1471,1471,1471,4
1055,北京工业大学,冯际鸣,北京工业大学,冯际鸣,1435,1478,1483,1509,1509,1509,1509,1505,1505,1505,1521,1495,1495,1495,1495,1501,1471,1471,9
1055,北京工业大学,李俊良,北京工业大学,李俊良,1435,1478,1483,1509,1509,1509,1509,1505,1505,1505,1521,1495,1495,1495,1495,1501,1471,1471,9
1055,北京邮电大学,吴语乐天,北京邮电大学,吴语乐天,1399,1415,1476,1476,1476,1476,1476,1476,1476,1476,1476,1476,1471,1471,1471,1471,1471,1471,4
1055,北京邮电大学,毕皓天,北京邮电大学,毕皓天,1399,1415,1476,1476,1476,1476,1476,1476,1476,1476,1476,1476,1471,1471,1471,1471,1471,1471,4
1055,北京邮电大学,雷童,北京邮电大学,雷童,1399,1415,1476,1476,1476,1476,1476,1476,1476,1476,1476,1476,1471,1471,1471,1471,1471,1471,4
1055,华东师范大学,马鸣远,华东师范大学,马鸣远,,,,,1471,1471,1471,1471,1471,1471,1471,1471,1471,1471,1471,1471,1471,1471,1
1055,华东师范大学,高润琪,华东师范大学,高润琪,,,,,1471,1471,1471,1471,1471,1471,1471,1471,1471,1471,1471,1471,1471,1471,1
1055,江南大学,董万里,江南大学,董万里,1452,1474,1541,1541,1541,1541,1541,1541,1539,1520,1520,1521,1521,1521,1467,1471,1471,1471,9
1055,江南大学,赵泓博,江南大学,赵泓博,1452,1474,1541,1541,1541,1541,1541,1541,1539,1520,1520,1521,1521,1521,1467,1471,1471,1471,9
1055,温州大学,何卓睿,温州大学,何卓睿,1390,1454,1433,1433,1433,1433,1513,1513,1513,1542,1542,1542,1509,1509,1509,1466,1471,1471,8
1055,温州大学,莫皓翔,温州大学,莫皓翔,1390,1454,1433,1433,1433,1433,1513,1513,1513,1542,1542,1542,1509,1509,1509,1466,1471,1471,8
1055,温州大学,陈宇锋,温州大学,陈宇锋,1390,1454,1433,1433,1433,1433,1513,1513,1513,1542,1542,1542,1509,1509,1509,1466,1471,1471,8
1055,香港科技大学,卢凯宾,香港科技大学,卢凯宾,,,,,,,,,1423,1423,1423,1423,1456,1456,1456,1471,1471,1471,3
1055,香港科技大学,杨子鉴,香港科技大学,杨子鉴,,,,,,,,,1423,1423,1423,1423,1456,1456,1456,1471,1471,1471,3
1071,中国科学技术大学,吴雨桐,中国科学技术大学,吴雨桐,1380,1447,1447,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,3
1071,中国科学技术大学,孙一睿,中国科学技术大学,孙一睿,1380,1447,1447,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,3
1071,中国科学技术大学,赵宋樾,中国科学技术大学,赵宋樾,1380,1447,1447,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,3
1071,南京大学,张宸源,南京大学,张宸源,1454,1501,1501,1501,1501,1501,1501,1501,1501,1501,1470,1470,1470,1470,1470,1470,1470,1470,3
1071,南京大学,朱伟鹏,南京大学,朱伟鹏,1454,1501,1501,1501,1501,1501,1501,1501,1501,1501,1470,1470,1470,1470,1470,1470,1470,1470,3
1071,南京大学,许世泽,南京大学,许世泽,1454,1501,1501,1501,1501,1501,1501,1501,1501,1501,1470,1470,1470,1470,1470,1470,1470,1470,3
1071,西北大学,安俊杰,西北大学,安俊杰,1467,1492,1497,1497,1497,1505,1505,1468,1468,1468,1512,1512,1512,1512,1512,1470,1470,1470,7
1071,西北大学,蒋宏烨,西北大学,蒋宏烨,1467,1492,1497,1497,1497,1505,1505,1468,1468,1468,1512,1512,1512,1512,1512,1470,1470,1470,7
1071,西北大学,顾舜天,西北大学,顾舜天,1467,1492,1497,1497,1497,1505,1505,1468,1468,1468,1512,1512,1512,1512,1512,1470,1470,1470,7
1071,重庆邮电大学,朱易轩,重庆邮电大学,朱易轩,1504,1500,1497,1489,1489,1489,1506,1528,1528,1528,1528,1528,1528,1528,1528,1470,1470,1470,7
1071,重庆邮电大学,李悦,重庆邮电大学,李悦,1504,1500,1497,1489,1489,1489,1506,1528,1528,1528,1528,1528,1528,1528,1528,1470,1470,1470,7
1071,重庆邮电大学,陈楷文,重庆邮电大学,陈楷文,1504,1500,1497,1489,1489,1489,1506,1528,1528,1528,1528,1528,1528,1528,1528,1470,1470,1470,7
1071,香港中文大学（深圳）,Adam Tejasukmana,香港中文大学深圳,adamtejasukmana,1457,1464,1464,1464,1464,1464,1477,1477,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,4
1071,香港中文大学（深圳）,叶嘉泓,香港中文大学深圳,叶嘉泓,1457,1464,1464,1464,1464,1464,1477,1477,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,4
1071,香港中文大学（深圳）,周信言,香港中文大学深圳,周信言,1457,1464,1464,1464,1464,1464,1477,1477,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470,4
1086,华中科技大学,刘瑞鹏,华中科技大学,刘瑞鹏,1449,1481,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,3
1086,华中科技大学,游佳浩,华中科技大学,游佳浩,1449,1481,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,3
1086,华中科技大学,黄博鸿,华中科技大学,黄博鸿,1449,1481,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,3
1086,南方科技大学,侯宇轩,南方科技大学,侯宇轩,1473,1477,1500,1537,1537,1537,1455,1464,1464,1464,1464,1464,1464,1469,1469,1469,1469,1469,7
1086,南方科技大学,娄午尘,南方科技大学,娄午尘,1473,1477,1500,1537,1537,1537,1455,1464,1464,1464,1464,1464,1464,1469,1469,1469,1469,1469,7
1086,南方科技大学,李钰曦,南方科技大学,李钰曦,1473,1477,1500,1537,1537,1537,1455,1464,1464,1464,1464,1464,1464,1469,1469,1469,1469,1469,7
1086,成都信息工程大学,袁铭远,成都信息工程大学,袁铭远,1453,1432,1462,1462,1462,1406,1435,1468,1468,1469,1469,1469,1469,1469,1469,1469,1469,1469,7
1086,成都信息工程大学,陈帅,成都信息工程大学,陈帅,1453,1432,1462,1462,1462,1406,1435,1468,1468,1469,1469,1469,1469,1469,1469,1469,1469,1469,7
1086,香港中文大学（深圳）,周天,香港中文大学深圳,周天,1455,1472,1520,1520,1520,1520,1536,1536,1526,1526,1526,1526,1526,1489,1489,1469,1469,1469,7
1086,香港中文大学（深圳）,孙超逸,香港中文大学深圳,孙超逸,1455,1472,1520,1520,1520,1520,1536,1536,1526,1526,1526,1526,1526,1489,1489,1469,1469,1469,7
1086,香港中文大学（深圳）,张力文,香港中文大学深圳,张力文,1455,1472,1520,1520,1520,1520,1536,1536,1526,1526,1526,1526,1526,1489,1489,1469,1469,1469,7
1097,中国科学技术大学,谈天,中国科学技术大学,谈天,1456,1508,1538,1538,1538,1536,1536,1536,1536,1468,1468,1468,1468,1468,1468,1468,1468,1468,5
